,type
7310,入侵
7311,终止
7312,FBI
7313,公布
7314,OnePercent Group
7315,使用
7316,新冠病毒
7317,社会工程
7318,恶意软件
7319,攻击
7320,企业钓鱼
7321,发现
7322,攻击
7323,利用
7324,下载
7325,安装
7326,发现
7327,攻击
7328,包含
7329,发现
7330,攻击
7331,包含
7332,使用
7333,投递
7334,控制
7335,发现
7336,攻击
7337,包含
7338,使用诱饵
7339,投递
7340,控制
7341,发现
7342,攻击
7343,包含
7344,使用诱饵
7345,投递
7346,控制
7347,发布安全更新
7348,修复
7349,缓冲区溢出漏洞
7350,CVE-2021-3711
7351,攻击者利用漏洞导致应用程序崩溃
7352,漏洞与SM2加密数据解密过程相关
7353,可用来更改堆中的数据（即凭据）
7354,触发拒绝服务(DoS)
7355,导致机密信息泄露
7356,使用
7357,在野0day漏洞
7358,攻击
7359,影响
7360,系统
7361,产品
7362,网络钓鱼
7363,提供资金支持
7364,提供武器支持
7365,乌克兰东部冲突地区
7366,亲俄罗斯民族主义者
7367,CVE-2020-1380
7368,攻击
7369,漏洞利用
7370,APT37
7371,攻击者
7372,恶意软件
7373,摧毁
7374,无人机观测站
7375,亲俄分离主义控制的卢甘斯克地区
7376,发动
7377,渗透
7378,利用系统漏洞
7379,窃取
7380,个人信息
7381,针对中国科技公司
7382,调查
7383,企图窃取
7384,个人信息
7385,发生爆炸
7386,造成两人受伤
7387,发现
7388,攻击
7389,包含
7390,使用诱饵
7391,投递
7392,控制
7393,发现
7394,攻击
7395,包含
7396,使用诱饵
7397,投递
7398,控制
7399,发现
7400,攻击
7401,包含
7402,发现
7403,攻击
7404,包含
7405,使用诱饵
7406,投递
7407,控制
7408,发现
7409,攻击
7410,涉及
7411,发现
7412,攻击
7413,包含
7414,使用诱饵
7415,投递
7416,控制
7417,达成协议
7418,印度
7419,组装
7420,发现
7421,攻击
7422,包含
7423,使用诱饵
7424,投递
7425,控制
7426,Adobe
7427,发布安全更新
7428,修复多个安全漏洞
7429,严重漏洞
7430,发现
7431,攻击
7432,利用
7433,渗透
7434,发现
7435,攻击
7436,包含
7437,使用诱饵
7438,投递
7439,控制
7440,组织
7441,攻击
7442,南亚地区
7443,东亚
7444,南亚地区国家
7445,国防
7446,国家机构
7447,窃密
7448,收集情报
7449,使用鱼叉邮件攻击
7450,恶意样本结构
7451,代码
7452,蔓灵花
7453,摩诃草组织
7454,关联性
7455,网络资产
7456,商业后门程序
7457,NSO
7458,捕获
7459,利用
7460,测试
7461,加载
7462,执行
7463,CNC组织
7464,攻击
7465,主要针对
7466,监视
7467,使用
7468,后门
7469,发现
7470,攻击
7471,包含
7472,使用诱饵
7473,投递
7474,控制
7475,发现
7476,攻击
7477,下载
7478,安装
7479,窃取
7480,发现
7481,攻击
7482,投放
7483,安装
7484,执行
7485,发现
7486,攻击
7487,包含
7488,使用诱饵
7489,投递
7490,控制
7491,发现
7492,攻击
7493,窃取
7494,拦截
7495,发现
7496,攻击
7497,传播
7498,利用CVE-2021-28799 QNAP HBS 3漏洞投递
7499,投递
7500,勒索软件变种
7501,发现
7502,攻击
7503,包含
7504,使用诱饵
7505,投递
7506,控制
7507,发现
7508,攻击
7509,包含
7510,使用诱饵
7511,投递
7512,控制
7513,发现
7514,攻击
7515,包含
7516,使用诱饵
7517,投递
7518,控制
7519,"['Transparent Tribe', '攻击', '印度政府']"
7520,命名
7521,攻击
7522,覆盖
7523,目标
7524,行业
7525,渗透
7526,CNC组织
7527,成立于2019年
7528,攻击
7529,针对军工和教育行业
7530,发现
7531,攻击
7532,包含
7533,使用诱饵
7534,投递
7535,控制
7536,发现
7537,调查
7538,使用
7539,活动
7540,状态
7541,相关
7542,攻击
7543,渗透
7544,销毁
7545,发现
7546,攻击
7547,包含
7548,使用诱饵
7549,投递
7550,控制
7551,发现
7552,攻击
7553,包含
7554,攻击者以Mars的、Jupyter的、Uran的
7555,恶意软件Solarmarker的新活动。
7556,包含三个模块
7557,投递
7558,窃取
7559,入侵
7560,投递
7561,窃取
7562,入侵
7563, ProxyLogon
7564,窃取
7565,投递
7566,窃取
7567,发现
7568,攻击
7569,投递
7570,窃取
7571,活动
7572,攻击
7573,传播
7574,发现
7575,攻击
7576,包含
7577,使用诱饵
7578,投递
7579,控制
7580,伪装成订阅服务提供商
7581,引诱受害者使用手机取消一项不存在的订阅
7582,启用恶意文档中的宏代码从而下载BazaLoader恶意软件
7583,远程攻击者提供了对受影响用户设备的手动键盘控制
7584,实现了快速的网络攻击
7585,可以在网络内迅速传播
7586,进行广泛的数据和凭据盗窃
7587,并在初始入侵后的48小时内分发勒索软件
7588,利用金融漏洞
7589,安全漏洞
7590,攻击
7591,社会工程学
7592,水坑攻击
7593,投递
7594,利用
7595,获取
7596,入侵
7597,传播
7598,窃取
7599,攻击
7600,渗透
7601,销毁
7602,近日
7603,研究
7604,发现
7605,首次
7606,利用
7607, Android 恶意软件
7608,进行攻击活动
7609,发现
7610,攻击
7611,利用
7612,注册表
7613,实现
7614,访问
7615,窃密载荷
7616,不落地
7617,削弱
7618,Microsoft Defender
7619,防病毒功能
7620,攻击特点
7621,命名
7622,Gorgon组织
7623,TTP手法
7624,Raccoon Stealer
7625,恶意软件
7626,感染
7627,全球数十万台设备
7628,Cofense
7629,网络钓鱼
7630,发送
7631,电子邮件
7632,附件
7633,Chrome
7634,浏览器
7635,漏洞
7636,更新
7637,下载
7638,GIF
7639,mshta.exe
7640,运行
7641,update.hta
7642,显示
7643,CVE-2021-30554
7644,使用诱饵
7645,投递
7646,控制
7647,安全公司
7648,披露
7649,针对
7650,日本
7651,的
7652,恶意软件
7653,攻击
7654,删除
7655,电脑上的所有数据
7656,搜索
7657,位于
7658,C:/Users//的用户个人文件夹中的
7659,特定文件类型
7660,XLoader
7661,窃取
7662,登录信息
7663,Windows
7664,macOS
7665,入侵
7666,窃取
7667,网络钓鱼
7668,恶意软件
7669,添加功能
7670,窃取数据
7671,上传
7672,Chrome
7673,披露
7674,漏洞
7675,攻击
7676,南亚地区
7677,APT组织
7678,攻击活动
7679,频发
7680,利用
7681,RTF格式文档
7682,目标控制字
7683,加载
7684,远程恶意模板文件
7685,攻击
7686,针对阿富汗地区军事组织
7687,及相关人员
7688,攻击
7689,Payload
7690,采用多层解密
7691,最后在内存中加载
7692,恶意代码BaneChant（MMCore）后门
7693,该后门此前曾被披露为摩诃草、BITTER组织
7694,在攻击中所使用的攻击武器
7695,南亚地区各组织间关系密切
7696,地缘归属相同
7697,攻击目标相似
7698,部分工具存在重叠性特征
7699,不排除背后支持的国家机构为同一组织
7700,红雨滴威胁情报研究团队
7701,持续进行跟踪
7702,及时发现安全威胁并快速响应处置
7703,发现
7704,攻击
7705,渗透
7706,窃取
7707,控制
7708,攻击
7709,渗透
7710,窃取
7711,发现
7712,攻击
7713,包含
7714,使用诱饵
7715,投递
7716,控制
7717,发现
7718,下载
7719,执行
7720,确定
7721,发起
7722,活动
7723,影响
7724,目标
7725,涉及
7726,攻击者
7727,行业
7728,C2
7729,预算或支付
7730,PDF
7731,安装
7732,Bandook
7733,恶意软件
7734,加密RAR文件
7735,命令
7736,控制
7737,发现
7738,攻击
7739,包含
7740,使用诱饵
7741,投递
7742,控制
7743,发现
7744,攻击
7745,包含
7746,使用诱饵
7747,投递
7748,控制
7749,模仿
7750,与合法软件相似的文件信息
7751,打乱的小代码块
7752,无序执行顺序
7753,代码混淆
7754,有效载荷传递机制
7755,用几种恶意软件感染受害者
7756,MosaicLoader的执行流程与WarzoneRAT相似
7757,其C2服务器与下发的有效负载似乎与WarzoneRAT背后的威胁组织魔罗桫无关
7758,发现
7759,攻击
7760,窃取
7761,收集
7762,发送
7763,监测
7764,奇安信CERT
7765,微软
7766,紧急发布
7767,CVE-2021-36934
7768,通告
7769,Windows
7770,提权漏洞
7771,攻击者
7772,SYSTEM
7773,权限
7774,漏洞
7775,影响
7776,披露
7777,研究
7778,安全漏洞
7779,发现
7780,攻击
7781,包含
7782,使用诱饵
7783,投递
7784,控制
7785,研究
7786,披露
7787,Telegram
7788,加密协议
7789,安全漏洞
7790,MTProto
7791,黑客攻击
7792,客户端
7793,云服务器
7794,消息序列
7795,中间人攻击
7796,开发
7797,制作
7798,钓鱼邮件
7799,攻击
7800,目标
7801,进行
7802,鱼叉邮件攻击
7803,木马
7804,进入
7805,目标系统
7806,使用
7807,漏洞
7808,提权
7809,复用
7810,部分代码
7811,利用
7812,窃取
7813,隐私信息
7814,协同工作
7815,新版本
7816, FTP 协议
7817, C2 服务器
7818,发现
7819,攻击
7820,包含
7821,使用诱饵
7822,投递
7823,控制
7824,"['渗透', '使用诱饵', '攻击', '控制']"
7825,网络攻击
7826,毒品交易
7827,暗网
7828,聊天室
7829,Lazarus组织
7830,渗透攻击
7831,数字货币
7832,金融行业
7833,航空航天行业
7834,发现
7835,攻击
7836,包含
7837,使用诱饵
7838,投递
7839,控制
7840,发现
7841,攻击
7842,包含
7843,使用诱饵
7844,投递
7845,控制
7846,搜集企业常见业务漏洞
7847,利用漏洞
7848,投放挖矿工具
7849,发送
7850,诱使
7851,下载
7852,启用
7853,释放
7854,调用
7855,通信
7856,更新
7857,尝试
7858,使用
7859,替代
7860,加载
7861,打开
7862,允许
7863,加载
7864,执行
7865,保持
7866,发现
7867,攻击
7868,包含
7869,发布
7870,修复
7871,利用
7872,披露
7873,远程攻击
7874,执行
7875,安装
7876,运行
7877,查看
7878,更改
7879,删除
7880,存在
7881,未启用SSH
7882,钓鱼邮件
7883,入侵
7884,盗取
7885,发现
7886,攻击
7887,包含
7888,使用诱饵
7889,投递
7890,控制
7891,"['发送', '鱼叉邮件', '诱导', '受害者运行']"
7892,发现
7893,攻击
7894,包含
7895,使用诱饵
7896,投递
7897,控制
7898,下载
7899,安装程序
7900,发现
7901,入侵
7902,下载
7903,包含
7904,传播
7905,发现
7906,攻击
7907,包含
7908,使用诱饵
7909,投递
7910,控制
7911,攻击
7912,投递
7913,控制
7914,利用PurpleFox
7915,攻击
7916,下载
7917,投放
7918,发现
7919,攻击
7920,初始化配置
7921,C&C通信
7922,杀死进程
7923,加密文件
7924,更换桌面壁纸
7925,使用诱饵
7926,投递
7927,控制
7928,发现
7929,攻击
7930,包含
7931,使用诱饵
7932,投递
7933,控制
7934,反杀毒软件
7935,下载文件
7936,上传文件
7937,使用操作系统命令解释器执行命令
7938,更新木马
7939,清理木马
7940,收集目标主机上的数据
7941,指纹插件
7942,创建JSON
7943,发现键盘记录
7944,截图插件
7945,VPS
7946,受感染的服务器
7947,WordPress网站
7948,发现
7949,攻击
7950,包含
7951,使用诱饵
7952,投递
7953,控制
7954,Windows Print Spooler服务
7955,远程代码执行漏洞
7956,攻击者
7957,RpcAddPrinterDriverEx函数
7958,获取系统System权限
7959,执行任意代码
7960,添加具有完全权限的用户
7961,调查
7962,发现
7963,安装
7964,攻击
7965,使用诱饵
7966,投递
7967,控制
7968,Yoroi 研究人员
7969,披露
7970,针对欧洲地区的大规模攻击活动
7971,利用 serverless 技术
7972,绕过传统安全防御
7973,WayBack Campaign
7974,威胁组织
7975,Gorgon/Subaat
7976,利用 Pastebin 服务
7977,投放恶意代码
7978,绕过安全控制和防病毒软件
7979,向全球各地区投放了 450 多种不同的恶意软件
7980,使用 Internet Archive 平台上的多个账户
7981,在其项目的社区文本存储库中托管了大量恶意代码
7982,将其恶意工具伪装成打开的书籍和文本
7983,发现
7984,使用
7985,绕过
7986,利用
7987,漏洞
7988,自我解码
7989,分析
7990,隐藏
7991,避开
7992,使用诱饵
7993,投递
7994,控制
7995,确认
7996,签署
7997,恶意驱动程序
7998,Netfilter
7999,rootkit
8000,2021年3月
8001,游戏环境
8002,Windows 硬件兼容性计划（WHCP）
8003,驱动程序
8004,远程服务器地址
8005,解码后的地址
8006,代理设置
8007,获取重定向 IP
8008,使用CPU-ID进行Ping
8009,接收根证书
8010,获取更新
8011,研究
8012,分析
8013,发现
8014,NuggetPhantom
8015,恶意软件
8016,DirtyMoe
8017,数字货币劫持
8018,DDoS攻击
8019,EternalBlue
8020,CVE-2020-0674
8021,CVE-2019-1458
8022,CVE-2015-1701
8023,CVE-2018-8120
8024,CVE-2014-6332
8025,Windows MSI 安装程序
8026,恶意软件作者
8027,远程模块化
8028,MOE对象
8029,更改目的和配置
8030,C&C服务器通信
8031,获取攻击者命令
8032,混淆机制
8033,DNS请求
8034,ChaChi
8035,教育组
8036,发现
8037,攻击
8038,包含
8039,使用诱饵
8040,投递
8041,控制
8042,"['使用诱饵', '投递', '控制']"
8043,发现
8044,攻击
8045,包含
8046,使用诱饵
8047,投递
8048,控制
8049,发现
8050,攻击
8051,包含
8052,使用诱饵
8053,投递
8054,控制
8055,使用诱饵
8056,发现
8057,攻击
8058,包含
8059,使用诱饵
8060,投递
8061,控制
8062,发现
8063,攻击
8064,包含
8065,使用诱饵
8066,投递
8067,控制
8068,披露
8069,XSS
8070,CSRF
8071,一次点击账户接管
8072,以木尔坦的罗德兰区基于情报的反恐行动（IBO）报告为诱饵
8073,投递
8074,一种变种木马程序MessPrint
8075,研究
8076,发现
8077,RCE 0day
8078,发现
8079,攻击
8080,发送
8081,传播
8082,中东各国政府
8083,目标国家
8084,中东地区
8085,APT组织
8086,最早活跃于2012年
8087,目标主要位于以色列和巴勒斯坦
8088,影响行业包括电信、金融机构、学术机构、军事、媒体和政府
8089,使用了用阿拉伯语编写的鱼叉式网络钓鱼电子邮件
8090,诱饵主题包括“Hamas代表团会见叙利亚政权”和“Hamas成员名单”
8091,包含带有地理防御URL的PDF附件
8092,当中招IP地址属于中东地区的目标国家
8093,则指向带有密码保护的RAR文件下载链接
8094,否则将跳转到正常的阿拉伯语新闻网站
8095,运行后将在本地释放TA402定制恶意软件LastConn
8096,最近的活动中，RAR文件中删除了LastConn恶意软件
8097,通过此攻击路径分发的其他恶意软件包括 SharpStage、Loda 和 MiraiEye RAT
8098,近日
8099,Lumen 的 Black Lotus Labs 检测到一种新的远控木马并将其命名为ReverseRat
8100,安全研究员
8101,深入的关联分析
8102,表明
8103,该远控木马背后应该是针对南亚和中亚地区政府机构发起攻击的南亚APT组织
8104,此类攻击主要分为两个阶段
8105,第一阶段
8106,攻击者会将恶意的LNK文件和包含正常PDF的诱饵ZIP文件上传到被他们控制的网站后台
8107,接着向受害者发送钓鱼链接诱导受害者下载并执行LNK文件
8108,第二阶段
8109,LNK文件会下载并执行恶意的HTA文件
8110,由HTA文件加载后续的远控组件
8111,HTA加载的远控组件可能是AllaKore或ReverseRat
8112,通过对感染链和远控组件的关联分析
8113,发现该组织的TTP和已经披露的SideCopy有部分重合
8114,包括远控组件的加载方式
8115,pdb路径的相似性
8116,以及C2地址的分布情况
8117,0
8118,1
8119,0
8120,1
8121,发现
8122,攻击
8123,包含
8124,使用诱饵
8125,投递
8126,控制
8127,Kimsuky组织
8128,攻击
8129,韩国国防安全相关部门
8130,发现
8131,攻击
8132,释放
8133,捕获
8134,分析
8135,威胁
8136,运营
8137,发现
8138,钓鱼攻击
8139,诱导
8140,下载
8141,勒索
8142,创建
8143,网站
8144,中文
8145,控制
8146,指令信息
8147,规模
8148,有相当经验
8149,规模不小
8150,披露
8151,攻击
8152,供应链攻击
8153,木马化安装程序下载
8154,Nullsoft安装程序
8155,下载VBScript和PowerShell
8156,安装SMOKEDHAM Dropper和SMOKEDHAM后门
8157,发现
8158,攻击
8159,包含
8160,使用诱饵
8161,投递
8162,控制
8163,分析
8164,编写
8165,编译
8166,使用
8167,导入
8168,编译
8169,加密
8170,添加
8171,收集
8172,调查
8173,针对
8174,宣传
8175,下载
8176,安装
8177,删除
8178,启动
8179,利用
8180,添加
8181,修改
8182,启动
8183,使用
8184,维护
8185,感染
8186,调查
8187,发现
8188,BlackKingdom
8189,勒索软件
8190,出现
8191,利用
8192,MicrosoftExchange中的ProxyLogon漏洞
8193,观察到
8194,发现
8195,攻击
8196,编写
8197,使用
8198,依赖
8199,安装
8200,发现
8201,攻击
8202,包含
8203,使用诱饵
8204,投递
8205,控制
8206,NVIDIA
8207,发布安全更新
8208,修复漏洞
8209,发布
8210,DDoS攻击
8211,雨燕
8212,攻击过程
8213,发现
8214,攻击
8215,包含
8216,使用诱饵
8217,投递
8218,控制
8219,首次被披露
8220,攻击
8221,集中攻击
8222,植入
8223,攻击
8224,渗透
8225,窃取
8226,发现
8227,攻击
8228,包含
8229,使用诱饵
8230,投递
8231,控制
8232,攻击
8233,窃取
8234,泄露
8235,发现
8236,攻击
8237,使用
8238,下载
8239,上传
8240,获取
8241,发送
8242,发现
8243,攻击
8244,传播
8245,利用
8246,漏洞
8247,攻击者
8248,尝试
8249,投递
8250,控制
8251,恶意软件
8252,托管域
8253,下载方式
8254,目标
8255,执行后
8256,打印
8257,字符串
8258,隐藏
8259,进程名称
8260,差异性
8261,存在
8262,不存在
8263,相关联
8264,被加密
8265,需要编码
8266,披露
8267,威胁
8268,攻击
8269,利用
8270,下载
8271,恶意软件
8272,攻击者
8273,基础设施
8274,注册商
8275,错误信息
8276,更新
8277,浏览器
8278,更新
8279,攻击者
8280,利用
8281,Tsunami
8282,DDoS
8283,利用
8284,Ryuk
8285,Necro
8286,恶意软件
8287,版本更新
8288,发现
8289,攻击
8290,索要
8291,赎金
8292,升级
8293,奇安信
8294,威胁情报
8295,红雨滴安全研究团队
8296,南亚次大陆方向
8297,攻击活动
8298,追踪
8299,魔罗桫组织
8300,网络间谍攻击活动
8301,政府机构
8302,军工企业
8303,核能行业
8304,商贸会议
8305,通信运营商
